model,model_image_url
Pigeon Gun 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pigeon_Gun_1.tgs
Pink Voxel 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pink_Voxel_1.tgs
Sugar Breeze 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Sugar_Breeze_2.tgs
Air Purrifier 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Air_Purrifier_3.tgs
Velvet XXL 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Velvet_XXL_2.tgs
Flamethrower 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Flamethrower_2.tgs
Saguaro 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Saguaro_2.tgs
Hot Bot 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Hot_Bot_3.tgs
Glimmer 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Glimmer_2.tgs
Beholder 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Beholder_0.tgs
Popcorn 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Popcorn_1.tgs
Barbiecore 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Barbiecore_3.tgs
Tyson 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Tyson_1.tgs
Taser 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Taser_2.tgs
Square Dryer 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Square_Dryer_1.tgs
Angel Blast 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Angel_Blast_2.tgs
Rad-Dry 9000 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Rad-Dry_9000_3.tgs
Arc Reactor 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Arc_Reactor_0.tgs
Beetlejuice 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Beetlejuice_2.tgs
Satellite 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Satellite_1.tgs
Simpsonic 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Simpsonic_0.tgs
Air Force One 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Air_Force_One_0.tgs
Prank Spider 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Prank_Spider_1.tgs
Beetle Juice 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Beetle_Juice_2.tgs
Music Box 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Music_Box_3.tgs
Tombstone 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Tombstone_3.tgs
Knockdown 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Knockdown_3.tgs
Undead 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Undead_1.tgs
Minifigure 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Minifigure_1.tgs
Aliens 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Aliens_1.tgs
Blue Friend 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Blue_Friend_2.tgs
Let’s Rock 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lets_Rock_1.tgs
Oktoberfest 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Oktoberfest_3.tgs
Doughnut 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Doughnut_3.tgs
Pink Bunny 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pink_Bunny_1.tgs
Santa Muerte 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Santa_Muerte_1.tgs
Piranha Plant 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Piranha_Plant_2.tgs
Toasted 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Toasted_0.tgs
Thumbs Up 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Thumbs_Up_3.tgs
Cockcrow 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cockcrow_3.tgs
Shy Pepe 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Shy_Pepe_1.tgs
Lunch Break 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lunch_Break_3.tgs
Jack-a-Snake 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Jack-a-Snake_2.tgs
Matryoshka 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Matryoshka_2.tgs
Doghouse 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Doghouse_3.tgs
Lucifer 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lucifer_1.tgs
Cat House 0.7%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cat_House_0.tgs
Money Safe 0.7%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Money_Safe_0.tgs
Recursion 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Recursion_1.tgs
Bombox 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bombox_1.tgs
Bouquet 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bouquet_3.tgs
Maneki Neko 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Maneki_Neko_2.tgs
Top Prize 0.7%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Top_Prize_0.tgs
Spaceship 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Spaceship_2.tgs
Night Terror 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Night_Terror_2.tgs
Super Block 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Super_Block_3.tgs
Trickster 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Trickster_3.tgs
Amogus 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Amogus_2.tgs
Wonderland 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Wonderland_3.tgs
Mamma Mia 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Mamma_Mia_1.tgs
Teddy Bear 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Teddy_Bear_2.tgs
Dentures 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Dentures_3.tgs
Christmas 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Christmas_2.tgs
Fake Flower 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Fake_Flower_1.tgs
Piñata 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Piñata_1.tgs
Unicorn 1.6%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Unicorn_1.tgs
Splash 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Splash_0.tgs
Trash Panda 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Trash_Panda_1.tgs
Peace Bro 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Peace_Bro_1.tgs
Crash TNT 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Crash_TNT_0.tgs
Pennywise 0.7%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pennywise_0.tgs
Sponge Box 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Sponge_Box_0.tgs
New Sneakers 0.8%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/New_Sneakers_0.tgs
Treasure 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Treasure_0.tgs
Rubik’s Cube 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Rubiks_Cube_1.tgs
Happy Poo 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Happy_Poo_0.tgs
Thinking Foot 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Thinking_Foot_0.tgs
Haunted House 0.3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Haunted_House_0.tgs
Luggage 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Luggage_0.tgs
Party Hard 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Party_Hard_1.tgs
Snowman 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Snowman_1.tgs
Ghost 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ghost_1.tgs
Reindeer 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Reindeer_1.tgs
First Bite 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/First_Bite_1.tgs
Stiches 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Stiches_1.tgs
Jelly Tune 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Jelly_Tune_1.tgs
Meat Jelly 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Meat_Jelly_1.tgs
Violetta 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Violetta_0.tgs
Sugar Kill 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Sugar_Kill_1.tgs
Pinkie Pie 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pinkie_Pie_0.tgs
Engineer 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Engineer_1.tgs
Commando 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Commando_1.tgs
Lime Gelight 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lime_Gelight_0.tgs
Corporate 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Corporate_1.tgs
Gelatin Girl 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Gelatin_Girl_1.tgs
Outline 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Outline_1.tgs
Jingle Jells 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Jingle_Jells_1.tgs
Mummy 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Mummy_1.tgs
Vampire 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Vampire_1.tgs
Dad Joke 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Dad_Joke_1.tgs
Liquid Metal 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Liquid_Metal_1.tgs
Mushroom 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Mushroom_1.tgs
Mint Fudge 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Mint_Fudge_0.tgs
Spooky 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Spooky_2.tgs
Sad Clown 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Sad_Clown_1.tgs
Radioactive 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Radioactive_1.tgs
Pale Squish 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pale_Squish_1.tgs
Jaxy-Boy 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Jaxy-Boy_1.tgs
Majestic 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Majestic_1.tgs
Sticky Red 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Sticky_Red_0.tgs
Avocado Awe 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Avocado_Awe_0.tgs
Diver 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Diver_1.tgs
Ballistics Gel 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ballistics_Gel_2.tgs
Jevil 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Jevil_1.tgs
Melted Ice 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Melted_Ice_0.tgs
Smelly 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Smelly_2.tgs
Smoothy 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Smoothy_0.tgs
Spring Day 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Spring_Day_0.tgs
Electric 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Electric_2.tgs
Dr. Jelly 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Dr._Jelly_1.tgs
Vanilla 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Vanilla_0.tgs
Ninjell 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ninjell_1.tgs
Jellyfish 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Jellyfish_1.tgs
Light Creme 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Light_Creme_0.tgs
Jellien 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Jellien_1.tgs
Space Gel 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Space_Gel_1.tgs
Tortoise 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Tortoise_1.tgs
Thug Life 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Thug_Life_1.tgs
Skyberry 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Skyberry_0.tgs
Ballet Slipper 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ballet_Slipper_0.tgs
Auburn 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Auburn_0.tgs
Grass Gel 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Grass_Gel_0.tgs
Gentle Touch 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Gentle_Touch_0.tgs
Sir Wobbleton 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Sir_Wobbleton_1.tgs
Squishy 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Squishy_0.tgs
Firefruit 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Firefruit_0.tgs
Zombie 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Zombie_1.tgs
Juicy Blue 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Juicy_Blue_0.tgs
Red Sponge 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Red_Sponge_0.tgs
Indigo Fruit 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Indigo_Fruit_0.tgs
Violet Swirl 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Violet_Swirl_0.tgs
Kawaii 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Kawaii_1.tgs
Chili Pepper 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Chili_Pepper_2.tgs
Magic Mint 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Magic_Mint_0.tgs
Pudding 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pudding_0.tgs
Juicy Mint 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Juicy_Mint_0.tgs
Pomegranate 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pomegranate_0.tgs
Snail Gel 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Snail_Gel_1.tgs
Red Hot 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Red_Hot_2.tgs
Violet Joy 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Violet_Joy_0.tgs
Soft Flavor 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Soft_Flavor_0.tgs
Blue Glaze 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Blue_Glaze_0.tgs
Noble 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Noble_0.tgs
Cycloppy 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cycloppy_1.tgs
Spreadable 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Spreadable_1.tgs
Violet Wobble 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Violet_Wobble_0.tgs
Burnt Cream 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Burnt_Cream_0.tgs
Matcha Magic 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Matcha_Magic_0.tgs
Blue Swirl 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Blue_Swirl_0.tgs
Kiwi Kuddle 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Kiwi_Kuddle_0.tgs
Deep Dive 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Deep_Dive_0.tgs
Light Wobble 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Light_Wobble_0.tgs
Chilly 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Chilly_0.tgs
Grape Glaze 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Grape_Glaze_0.tgs
Green Melt 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Green_Melt_0.tgs
Winter 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Winter_0.tgs
Tropic Twist 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Tropic_Twist_0.tgs
Pirate 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pirate_1.tgs
Quicksilver 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Quicksilver_1.tgs
Fruity 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Fruity_1.tgs
Tender Pink 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Tender_Pink_0.tgs
Orchid 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Orchid_0.tgs
Seaweed 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Seaweed_0.tgs
Artificial 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Artificial_0.tgs
Barbie 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Barbie_0.tgs
Mutated 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Mutated_1.tgs
Guava Gel 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Guava_Gel_0.tgs
Policeman 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Policeman_2.tgs
Patchwork 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Patchwork_3.tgs
Belle Bang 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Belle_Bang_2.tgs
Genie 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Genie_2.tgs
Artist 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Artist_3.tgs
Jungle Pop 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Jungle_Pop_3.tgs
Clash Elixir 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Clash_Elixir_3.tgs
Grayscale 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Grayscale_2.tgs
Little Sister 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Little_Sister_2.tgs
Shaman 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Shaman_2.tgs
Bellboy 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bellboy_3.tgs
Caveman 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Caveman_2.tgs
Baby Kong 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Baby_Kong_3.tgs
Abubu 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Abubu_2.tgs
Count Macaqula 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Count_Macaqula_1.tgs
Alarm Ape 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Alarm_Ape_2.tgs
Fool King 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Fool_King_2.tgs
Gravity Bangs 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Gravity_Bangs_1.tgs
Howler 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Howler_2.tgs
Coco Lime 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Coco_Lime_3.tgs
Robo Kong 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Robo_Kong_1.tgs
Olympia 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Olympia_1.tgs
Cavegirl 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cavegirl_2.tgs
Snow Yeti 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Snow_Yeti_3.tgs
Ape Puppet 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ape_Puppet_1.tgs
Crystal 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Crystal_2.tgs
Retro Cartoon 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Retro_Cartoon_2.tgs
Toddler 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Toddler_2.tgs
French Cafe 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/French_Cafe_2.tgs
Early Adopter 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Early_Adopter_3.tgs
Knight 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Knight_2.tgs
Hot Springs 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Hot_Springs_2.tgs
Monkey Mouse 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Monkey_Mouse_2.tgs
Chimp Imp 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Chimp_Imp_1.tgs
Tourist 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Tourist_3.tgs
Tired Primate 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Tired_Primate_0.tgs
Farm Girl 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Farm_Girl_3.tgs
Hex Witch 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Hex_Witch_2.tgs
La Baboon 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/La_Baboon_1.tgs
Bank Robber 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bank_Robber_1.tgs
Busy Mom 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Busy_Mom_1.tgs
Bananas 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bananas_2.tgs
Jason 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Jason_1.tgs
Silverback 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Silverback_1.tgs
Chimpool 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Chimpool_0.tgs
Cherub 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cherub_1.tgs
Golden Monkey 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Golden_Monkey_0.tgs
Smash King 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Smash_King_0.tgs
Liberation 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Liberation_0.tgs
The Big Bang 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/The_Big_Bang_2.tgs
Charming 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Charming_3.tgs
Steve’s Pet 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Steves_Pet_1.tgs
Plush Panda 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Plush_Panda_3.tgs
Lovesick 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lovesick_3.tgs
Dalmatian 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Dalmatian_2.tgs
Mia Bunny 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Mia_Bunny_1.tgs
Furry Dogarin 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Furry_Dogarin_1.tgs
Pacman 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pacman_1.tgs
Teddy Bears 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Teddy_Bears_2.tgs
Prize Cake 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Prize_Cake_3.tgs
Ollie Squirrel 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ollie_Squirrel_1.tgs
Shepherd Dog 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Shepherd_Dog_2.tgs
Safari 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Safari_3.tgs
Frankenstein 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Frankenstein_1.tgs
Honey Bear 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Honey_Bear_3.tgs
Rose Pink 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Rose_Pink_3.tgs
Tiger Cub 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Tiger_Cub_2.tgs
Axolotl Sven 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Axolotl_Sven_2.tgs
Ginger 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ginger_2.tgs
Harry 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Harry_2.tgs
Biscuit 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Biscuit_3.tgs
Pool Party 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pool_Party_2.tgs
Ladypug 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ladypug_3.tgs
Bull Run 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bull_Run_0.tgs
Candy Basket 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Candy_Basket_2.tgs
Cinema Night 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cinema_Night_2.tgs
Ed Opossum 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ed_Opossum_2.tgs
Spider-Dog 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Spider-Dog_0.tgs
Sailor Moon 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Sailor_Moon_1.tgs
One Piece 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/One_Piece_2.tgs
Silver 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Silver_1.tgs
Streamer 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Streamer_2.tgs
Love Letter 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Love_Letter_2.tgs
Telegram 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Telegram_1.tgs
Professor 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Professor_1.tgs
Quack Pack 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Quack_Pack_2.tgs
Neko Love 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Neko_Love_1.tgs
