model,model_image_url
Discount 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Discount_1.tgs
Amber Glitter 2.6%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Amber_Glitter_2.tgs
Argento 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Argento_2.tgs
Lazy Nap 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lazy_Nap_2.tgs
New Layer 2.6%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/New_Layer_2.tgs
Sweet Deal 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Sweet_Deal_2.tgs
Joker 2.6%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Joker_2.tgs
Violet Berry 2.6%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Violet_Berry_2.tgs
Bronzy 2.6%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bronzy_2.tgs
Masterpiece 0.6%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Masterpiece_0.tgs
Lovegood 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lovegood_2.tgs
Mythic Candy 0.6%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Mythic_Candy_0.tgs
Designer 0.6%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Designer_0.tgs
Hex Pot 0.6%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Hex_Pot_0.tgs
Druid Flame 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Druid_Flame_3.tgs
Spring Grove 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Spring_Grove_3.tgs
Iron Rose 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Iron_Rose_3.tgs
Bear Market 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bear_Market_3.tgs
Spark Plug 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Spark_Plug_3.tgs
Tiki Torch 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Tiki_Torch_3.tgs
Bowl of Hygeia 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bowl_of_Hygeia_3.tgs
Oil Lamp 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Oil_Lamp_3.tgs
Prometheus 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Prometheus_3.tgs
Candelabra 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Candelabra_3.tgs
Olympia 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Olympia_3.tgs
Carousel 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Carousel_2.tgs
Dungeon 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Dungeon_3.tgs
Spaceship 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Spaceship_3.tgs
Flamethrower 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Flamethrower_0.tgs
Ghost Rider 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ghost_Rider_0.tgs
Birthday Cake 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Birthday_Cake_3.tgs
Ionic Column 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ionic_Column_3.tgs
Pixel Art 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pixel_Art_1.tgs
Balinese 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Balinese_3.tgs
Paper Lantern 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Paper_Lantern_3.tgs
Bull Run 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bull_Run_3.tgs
Royal Goblet 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Royal_Goblet_3.tgs
Triumph 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Triumph_1.tgs
Eternal Flame 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Eternal_Flame_3.tgs
Dark Souls 0.2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Dark_Souls_0.tgs
Sea Horse 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Sea_Horse_1.tgs
Los Angeles 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Los_Angeles_3.tgs
Tribal Totem 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Tribal_Totem_3.tgs
Signal Flare 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Signal_Flare_1.tgs
Ghost Light 2.7%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ghost_Light_2.tgs
Lego 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lego_3.tgs
Camelot 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Camelot_1.tgs
Sochi 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Sochi_0.tgs
Oracle 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Oracle_3.tgs
Flashlight 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Flashlight_2.tgs
Molotov 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Molotov_0.tgs
Lava Lamp 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lava_Lamp_3.tgs
Bubble Prism 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bubble_Prism_2.tgs
Desk Lamp 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Desk_Lamp_1.tgs
Elder Wand 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Elder_Wand_1.tgs
Victory 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Victory_1.tgs
The Match 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/The_Match_0.tgs
Revolt 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Revolt_0.tgs
Terraria 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Terraria_0.tgs
Dark Relic 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Dark_Relic_1.tgs
Medieval 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Medieval_1.tgs
Firebrand 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Firebrand_0.tgs
Baba Yaga 0.2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Baba_Yaga_0.tgs
Satis-fire 0.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Satis-fire_0.tgs
Skyrim 0.2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Skyrim_0.tgs
Vinyl Record 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Vinyl_Record_2.tgs
Celtic Knot 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Celtic_Knot_3.tgs
Star Princess 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Star_Princess_2.tgs
Sakura 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Sakura_0.tgs
Joystick 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Joystick_2.tgs
Top Student 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Top_Student_3.tgs
Golden Ale 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Golden_Ale_2.tgs
Sell High 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Sell_High_3.tgs
Corrupted 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Corrupted_1.tgs
Kaleidoscope 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Kaleidoscope_2.tgs
Good Boy 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Good_Boy_2.tgs
Lollipop 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lollipop_2.tgs
Red Tartan 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Red_Tartan_3.tgs
Verdant Plaid 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Verdant_Plaid_3.tgs
Purrfect Paw 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Purrfect_Paw_2.tgs
Pinwheel 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pinwheel_2.tgs
Frutiger Aero 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Frutiger_Aero_2.tgs
Buy Low 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Buy_Low_3.tgs
Emo Pin 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Emo_Pin_0.tgs
Fortune Cookie 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Fortune_Cookie_2.tgs
Nebula 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Nebula_3.tgs
Maple Leaf 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Maple_Leaf_2.tgs
Glass Rainbow 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Glass_Rainbow_3.tgs
Fabulous 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Fabulous_2.tgs
Sangria 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Sangria_2.tgs
Golden Ticket 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Golden_Ticket_2.tgs
Berry Waffle 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Berry_Waffle_2.tgs
Peacock 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Peacock_3.tgs
Hot Brand 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Hot_Brand_2.tgs
Ice Cream 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ice_Cream_2.tgs
Needlework 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Needlework_2.tgs
Cheese 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cheese_1.tgs
Orange Juice 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Orange_Juice_2.tgs
Merrow 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Merrow_1.tgs
Matrix 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Matrix_3.tgs
Moon Power 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Moon_Power_0.tgs
Balloon 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Balloon_2.tgs
Crystal Hearts 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Crystal_Hearts_2.tgs
Lava Lamp 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lava_Lamp_2.tgs
Ruby Clover 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ruby_Clover_2.tgs
Pepperoni 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pepperoni_1.tgs
Soap Bubbles 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Soap_Bubbles_2.tgs
Stained Glass 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Stained_Glass_2.tgs
Rose Quartz 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Rose_Quartz_2.tgs
Four Wishes 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Four_Wishes_2.tgs
Tama Gadget 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Tama_Gadget_0.tgs
Kelly Green 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Kelly_Green_0.tgs
Fortune Meter 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Fortune_Meter_2.tgs
Butterfly 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Butterfly_1.tgs
Shiny Gem 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Shiny_Gem_1.tgs
Rainbow 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Rainbow_1.tgs
Medovik 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Medovik_1.tgs
Caramel Bow 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Caramel_Bow_1.tgs
Infinity Gems 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Infinity_Gems_1.tgs
Honeymoon 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Honeymoon_1.tgs
Rosaria 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Rosaria_1.tgs
For You 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/For_You_1.tgs
Rubycake 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Rubycake_1.tgs
Telecake 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Telecake_1.tgs
Soap Opera 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Soap_Opera_1.tgs
Ice Rink 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ice_Rink_1.tgs
Winterfell 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Winterfell_1.tgs
Druid Snack 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Druid_Snack_1.tgs
Neon Candy 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Neon_Candy_1.tgs
Toasted 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Toasted_1.tgs
Black Heart 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Black_Heart_1.tgs
Schnecken 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Schnecken_1.tgs
Crayola 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Crayola_1.tgs
The Umbrella 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/The_Umbrella_1.tgs
Fly Agaric 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Fly_Agaric_1.tgs
Watermelon 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Watermelon_1.tgs
Liquorice 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Liquorice_1.tgs
Kawaii Frog 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Kawaii_Frog_1.tgs
The Circle 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/The_Circle_1.tgs
Fairy Tale 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Fairy_Tale_1.tgs
Broken Code 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Broken_Code_1.tgs
Meadow 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Meadow_1.tgs
Spicy Maple 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Spicy_Maple_1.tgs
Choco Crunch 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Choco_Crunch_1.tgs
First Crush 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/First_Crush_1.tgs
Red Apple 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Red_Apple_1.tgs
Diamond 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Diamond_0.tgs
Red Blues 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Red_Blues_1.tgs
The Star 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/The_Star_1.tgs
Hearth 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Hearth_1.tgs
Wink Wink 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Wink_Wink_1.tgs
Fried Egg 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Fried_Egg_1.tgs
The Triangle 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/The_Triangle_1.tgs
Ultra Pink 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ultra_Pink_1.tgs
Squid 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Squid_1.tgs
Carefree 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Carefree_1.tgs
Citrus Glaze 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Citrus_Glaze_1.tgs
Sprinkles 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Sprinkles_1.tgs
Chilled 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Chilled_1.tgs
Pixel Beat 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pixel_Beat_1.tgs
Red Velvet 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Red_Velvet_1.tgs
Elven Bakery 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Elven_Bakery_1.tgs
Baked Logo 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Baked_Logo_1.tgs
Strawberry 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Strawberry_1.tgs
Last Bites 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Last_Bites_1.tgs
Late Fall 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Late_Fall_1.tgs
Mint Cream 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Mint_Cream_1.tgs
Pink Yogurt 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pink_Yogurt_1.tgs
Ma Chérie 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ma_Chérie_0.tgs
Fairy Lights 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Fairy_Lights_1.tgs
Manga 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Manga_1.tgs
Midsummer 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Midsummer_1.tgs
Changeling 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Changeling_1.tgs
Little Daisies 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Little_Daisies_0.tgs
Nyam Cat 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Nyam_Cat_1.tgs
Affection 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Affection_1.tgs
Graveyard 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Graveyard_1.tgs
Sunlight 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Sunlight_1.tgs
Blueberry 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Blueberry_0.tgs
Vanilla 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Vanilla_1.tgs
Love Story 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Love_Story_0.tgs
Choco Chips 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Choco_Chips_1.tgs
Strawberry 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Strawberry_0.tgs
Kawaii Bunny 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Kawaii_Bunny_1.tgs
Energy Bar 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Energy_Bar_0.tgs
Oatmeal Star 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Oatmeal_Star_1.tgs
Choco Fudge 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Choco_Fudge_1.tgs
Cold Mint 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cold_Mint_1.tgs
Dark Rainbow 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Dark_Rainbow_1.tgs
Doughnut 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Doughnut_1.tgs
Toffee 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Toffee_1.tgs
Mermaid 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Mermaid_1.tgs
Superstar 0.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Superstar_0.tgs
Cupid’s Arrow 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cupids_Arrow_0.tgs
Little Star 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Little_Star_0.tgs
Baking Hot 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Baking_Hot_0.tgs
Hearty Crust 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Hearty_Crust_0.tgs
Sugar Kitty 0.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Sugar_Kitty_0.tgs
Valentine 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Valentine_1.tgs
Grinch 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Grinch_1.tgs
Cheesecake 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cheesecake_1.tgs
Cold Heart 0.2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cold_Heart_0.tgs
Lucky Charm 0.1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lucky_Charm_0.tgs
Spades 0.2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Spades_0.tgs
Red Rose 0.2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Red_Rose_0.tgs
Bloodlust 0.2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bloodlust_0.tgs
Nightmare 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Nightmare_0.tgs
Angry Ghost 0.2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Angry_Ghost_0.tgs
Lattice Pie 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lattice_Pie_0.tgs
Seeing Red 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Seeing_Red_3.tgs
Warhol 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Warhol_2.tgs
Death Wish 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Death_Wish_3.tgs
Silver 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Silver_3.tgs
Wednesday 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Wednesday_0.tgs
Electric Shock 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Electric_Shock_2.tgs
Opacity 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Opacity_2.tgs
Prophet 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Prophet_3.tgs
Fuschia 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Fuschia_3.tgs
Original Sin 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Original_Sin_1.tgs
Refreshing 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Refreshing_3.tgs
Warlock 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Warlock_3.tgs
Futuristic 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Futuristic_3.tgs
Hot Head 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Hot_Head_2.tgs
Cartoon 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Cartoon_2.tgs
Ghosted 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ghosted_3.tgs
Frankenstein 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Frankenstein_2.tgs
Nebula 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Nebula_1.tgs
Vitamin C 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Vitamin_C_2.tgs
Crash Test 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Crash_Test_2.tgs
Teddy Bear 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Teddy_Bear_2.tgs
Brain Freeze 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Brain_Freeze_3.tgs
Rainbow 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Rainbow_2.tgs
Lady Death 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Lady_Death_3.tgs
Sanguine 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Sanguine_0.tgs
Femme Fatale 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Femme_Fatale_0.tgs
Deathquik 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Deathquik_3.tgs
Disco 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Disco_0.tgs
Martian 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Martian_3.tgs
Billiard 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Billiard_1.tgs
Fortune 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Fortune_2.tgs
Skullberry 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Skullberry_1.tgs
Red Skull 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Red_Skull_3.tgs
Pink Panther 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pink_Panther_1.tgs
Spice Storm 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Spice_Storm_2.tgs
Oculus 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Oculus_1.tgs
Baller 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Baller_1.tgs
Tim Burton 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Tim_Burton_1.tgs
Honey Cake 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Honey_Cake_0.tgs
Peridot 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Peridot_3.tgs
Fatal Error 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Fatal_Error_3.tgs
Past Tell 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Past_Tell_2.tgs
Daisy 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Daisy_1.tgs
World Cup 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/World_Cup_1.tgs
Poor Kitty 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Poor_Kitty_1.tgs
Amanita 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Amanita_2.tgs
Broken Heart 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Broken_Heart_0.tgs
Bozo Clown 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Bozo_Clown_1.tgs
Incubus 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Incubus_1.tgs
The Lich King 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/The_Lich_King_0.tgs
Samhain 1%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Samhain_1.tgs
The Seeker 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/The_Seeker_0.tgs
Pink Chess 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Pink_Chess_2.tgs
Inkwell 2%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Inkwell_2.tgs
Druid Circle 0.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Druid_Circle_0.tgs
Blossom 1.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Blossom_1.tgs
Ruby Whisper 2.5%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Ruby_Whisper_2.tgs
Golden Grasp 3%,https://imperator-server.onrender.com/storage-proxy/gift_assets/models/Golden_Grasp_3.tgs
